Timestamp	Rurality	MMI Prep (hrs)	MMI Opinion	Offering Uni	Place Type	GPA	GAMSAT	Preference	Interviewing Uni	GPA	GAMSAT	Preference	Other Rejections	Places?	GEMSAS vs Other?	Status	Notes	UQ MP/RMP Tier	CASPer Quartile	Deakin Bonus	ANU Bonus	MQ Bonus (GPA)	UW GAMSAT	W GAMSAT	S1 Score	S2 Score	S3 Score
30/10/2023 14:06:15	Rural	101-250	Poorly	Deakin University	CSP	7	69.25	1						CSP, BMP	Yes		RTS Tier 1	N/A	N/A	16	0	0	69.67	69.25	66	75	68
30/10/2023 14:07:15	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.919	71.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	71.33	71	69	75	70
30/10/2023 14:07:32	Non-Rural	26-50	Well	The University of Queensland (CQ-WB RMP)	CSP	7	71.33	1						CSP, BMP, FFP	Yes		UQRMP Toowoomba top preference	Tier 3	4th	0	0	0	71.33	71.25	67	76	71
30/10/2023 14:08:44	Non-Rural	11-25	Well	The University of Melbourne	CSP	7	67.33	1						CSP, BMP	Yes			Tier 3	N/A	2	0	0	67.33	68	64	68	70
30/10/2023 14:13:09	Non-Rural	0-5	Well						The University of Notre Dame Sydney	6.884	66.33	1	ANU	CSP, BMP, FFP				N/A	4th	0	0	0	66.33	65.25	63	74	62
30/10/2023 14:13:32	Non-Rural	51-100	Unsure						The University of Melbourne	6.89	71	1	ANU, Deakin, Griffith, UNDS, UQ	CSP, BMP				N/A	3rd	0	0	0	71	71.75	59	80	74
30/10/2023 14:17:28	Non-Rural	26-50	Unsure						Deakin University	6.948	69.25	1	ANU, Griffith, UniMelb, UQ, UWA	CSP				N/A	N/A	4	0	0	67.33	69.25	67	60	75
30/10/2023 14:17:54	Non-Rural	51-100	Unsure	The University of Melbourne	BMP	7	72.67	1						CSP, BMP	Yes			N/A	N/A	2	0	0	72.67	74.75	67	70	81
30/10/2023 14:18:11	Non-Rural	6-10	Unsure	The University of Queensland (Greater Brisbane)	CSP	7	67.67	1						CSP, BMP	Yes		Honours	N/A	N/A	0	0	0	67.67	69	62	68	73
30/10/2023 14:18:40	Non-Rural	51-100	Very well						The University of Notre Dame Fremantle	6.44	66.67	6	N/A	CSP, BMP, FFP				N/A	4th	4	0	0	66.67	65.5	60	78	62
30/10/2023 14:21:47	Non-Rural	11-25	Well	The University of Melbourne	CSP	6.868	70.67	1						CSP, BMP	Yes			N/A	4th	0	0	0	70.67	71.75	73	64	75
30/10/2023 14:22:05	Non-Rural	11-25	Unsure	The University of Notre Dame Fremantle	CSP	6.938	67.67	5	The University of Notre Dame Sydney	6.938	67.67	4	ANU, Deakin, UniMelb	CSP, BMP	Yes			N/A	4th	2	0	0	67.67	67	64	74	65
30/10/2023 14:23:53	Non-Rural	11-25	Well						The University of Notre Dame Sydney	6.969	68.67	1	ANU, Deakin, Griffith, UniMelb, UNDF	CSP, BMP, FFP				N/A	4th	2	0	0	68.67	67	65	79	62
30/10/2023 14:25:45	Non-Rural	26-50	Unsure	Griffith University	CSP	6.938	72	1						CSP	Yes			N/A	3rd	0	2	0	71.33	72	71	69	74
30/10/2023 14:27:38	Non-Rural	11-25	Well	Deakin University	CSP	6.99	77	1						CSP, BMP	Yes			N/A	N/A	4	0	0	72.33	77	52	74	91
30/10/2023 14:30:52	Non-Rural	11-25	Well	Macquarie University	FFP	6.9	64.5	2						CSP, BMP	Yes			N/A	3rd	0	0	0	63.33	64.5	58	64	68
30/10/2023 14:30:53	Non-Rural	11-25	Very poorly	The University of Notre Dame Fremantle	CSP	6.951	65.67	4						CSP, BMP	No		UNDF - NOT a WA resident	N/A	3rd	0	0	0	65.67	64.75	57	78	62
30/10/2023 14:32:58	Non-Rural	11-25	Well	The University of Melbourne	BMP	6.906	69.33	1						CSP, BMP	Yes			N/A	4th	0	0	0	69.33	73.25	55	68	85
30/10/2023 14:36:58	Rural	0-5	Poorly						Deakin University	6.97	59.5	2	Griffith	CSP, BMP				N/A	1st	8	0	0	59	59.5	57	59	61
30/10/2023 14:37:05	Non-Rural	11-25	Well						Macquarie University	6.8	67.5	1	ANU, Deakin, Griffith, UniMelb	CSP, BMP, FFP				N/A	N/A	2	0	0	66	67.5	64	62	72
30/10/2023 14:38:05	Non-Rural	0-5	Poorly	Deakin University	CSP	6.778	69.75	1						CSP, BMP, FFP	Yes			Tier 3	3rd	2	0	0	67.67	69.75	57	70	76
30/10/2023 14:42:19	Non-Rural	6-10	Well	Griffith University	CSP	7	75	1						CSP, BMP	Yes			N/A	N/A	0	0	0	70.67	75	59	65	88
30/10/2023 14:44:29	Non-Rural	26-50	Well	The University of Wollongong	CSP	5.5	67	1						CSP, BMP	Yes		WA Resident Bonus, Average portfolio	N/A	4th	4	0	0	68	67	61	79	64
30/10/2023 14:46:38	Non-Rural	26-50	Poorly	Deakin University	CSP	6.722	77.25	2						CSP, BMP	Yes			N/A	N/A	0	0	0	76.67	77.25	70	81	79
30/10/2023 14:49:00	Non-Rural	11-25	Unsure						The University of Queensland (CQ-WB RMP)	6.825	69.33	1	Griffith, UniMelb, UNDF, UNDS, UWA	CSP, BMP, FFP				Tier 3	4th	0	0	0	69.33	69	62	78	68
30/10/2023 14:50:02	Non-Rural	51-100	Poorly	The University of Melbourne	CSP	6.95	74.67	1						CSP	Yes			N/A	N/A	0	0	0	74.67	74.25	66	85	73
30/10/2023 14:50:09	Non-Rural	26-50	Unsure						The University of Notre Dame Fremantle	6.96	66.67	1	UWA	CSP, BMP			WA Residency Bonus	N/A	4th	0	0	0	66.67	67	60	72	68
30/10/2023 14:50:34	Non-Rural	51-100	Unsure	Deakin University	CSP	6.917	72.5	1						CSP	Yes			N/A	N/A	2	0	0	69.33	72.5	63	63	82
30/10/2023 15:00:07	Non-Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	6.98	67.67	2						CSP, BMP	Yes			N/A	4th	0	0	0	67.67	67	68	70	65
30/10/2023 15:02:20	Non-Rural	26-50	Poorly						The University of Notre Dame Sydney	6.87	68.33	1	ANU, Deakin, Griffith, UniMelb, UoW	CSP, BMP, FFP				N/A	3rd	2	0	0	68.33	69.5	65	67	73
30/10/2023 15:02:44	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.97	74.67	1						CSP, BMP	Yes			N/A	N/A	0	0	0	74.67	80.5	62	64	98
30/10/2023 15:04:23	Non-Rural	26-50	Unsure	The University of Melbourne	CSP	7	77.67	1						CSP, BMP	Yes			N/A	N/A	0	0	0	77.67	82	65	73	95
30/10/2023 15:04:27	Non-Rural	51-100	Well	The University of Notre Dame Sydney	FFP	6.83	67	2	The University of Wollongong	5.5	67.5	1	N/A	CSP, BMP, FFP	Yes			Tier 3	3rd	2	0	0	67	67.5	70	62	69
30/10/2023 15:07:24	Rural	26-50	Very well	Griffith University	BMP	6.4	63	1						CSP, BMP	Yes			N/A	N/A	0	0	0	62.33	63	64	58	65
30/10/2023 15:07:46	Non-Rural	6-10	Very well	Griffith University	CSP	6.55	63.5	2	The University of Notre Dame Sydney	6.75	65	1	N/A	CSP, BMP	Yes			Tier 3	4th	0	0	0	65	63.5	61	75	59
30/10/2023 15:15:00	Non-Rural	26-50	Poorly						The University of Notre Dame Fremantle	6.9	68.67	1	Griffith, UniMelb, UNDS, UQ, UWA	CSP, BMP, FFP			WA residency	Tier 3	4th	0	0	0	68.67	70	64	68	74
30/10/2023 15:15:35	Non-Rural	51-100	Very well	The University of Queensland (CQ-WB RMP)	CSP	6.88	66	1						CSP, BMP	Unsure			Tier 3	N/A	2	0	0	66	68.5	60	62	76
30/10/2023 15:16:50	Non-Rural	0-5	Unsure						The University of Western Australia	6.7	68.75	1	ANU, Griffith, UNDF, UNDS, UQ	CSP, BMP				N/A	3rd	0	0	0	66	68.75	57	64	77
30/10/2023 15:18:04	Non-Rural	51-100	Well	The University of Western Australia	CSP	6.958	67	4	The University of Queensland (CQ-WB RMP)	6.9	65.67	3	N/A	CSP, BMP	Unsure			Tier 3	N/A	0	0	0	65.67	67	62	64	71
30/10/2023 15:21:22	Rural	0-5	Unsure	The University of Notre Dame Sydney	BMP	5.741	62.33	1						CSP, BMP	Yes			Tier 1 (DD RMP)	3rd	6	0	0	62.33	60.25	72	61	54
30/10/2023 15:22:05	Non-Rural	6-10	Unsure	The University of Notre Dame Fremantle	BMP	6.5	64.33	1						CSP, BMP	Yes		WA resident	N/A	4th	0	0	0	64.33	65.25	63	62	68
30/10/2023 15:26:58	Non-Rural	0-5	Well	The University of Notre Dame Fremantle	CSP	6.7	65	1						CSP, BMP	Yes		WA residency	N/A	4th	0	0	0	65	62.25	61	80	54
30/10/2023 15:30:30	Non-Rural	26-50	Unsure	The University of Notre Dame Sydney	FFP	6.907	63.33	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	63.33	61.75	64	69	57
30/10/2023 15:33:44	Rural	0-5	Unsure	The University of Western Australia	BMP	6.58	67.5	4	The University of Melbourne	6.875	67	1	Deakin, Griffith	CSP, BMP	Unsure		GAM. Got into USyd so probably going there.	N/A	N/A	10	0	0	67	67.5	68	64	69
30/10/2023 15:35:35	Rural	6-10	Well	The University of Queensland (CQ-WB RMP)	CSP	6	63.33	1						CSP, BMP	Yes			Tier 1 (CQ-WB RMP)	N/A	0	0	0	63.33	62	66	66	58
30/10/2023 15:38:41	Rural	26-50	Well						The University of Notre Dame Sydney	6.71	65	3	Deakin, UoW	CSP, BMP				N/A	1st	0	0	0	65	64.25	57	76	62
30/10/2023 15:38:54	Non-Rural	11-25	Very poorly	The University of Melbourne	CSP	6.638	80.33	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	80.33	82.5	67	85	89
30/10/2023 15:40:56	Rural	51-100	Unsure	The University of Melbourne	FFP	6.78	57	1						CSP, BMP, FFP	Yes		GAM - rural, extensive portfolio	N/A	1st	4	0	3	57	55.5	50	70	51
30/10/2023 15:41:51	Non-Rural	51-100	Very well	Griffith University	CSP	6.973	70.5	1						CSP, BMP	Yes			N/A	4th	2	0	0	69.33	70.5	55	79	74
30/10/2023 15:43:43	Non-Rural	6-10	Unsure	The University of Notre Dame Fremantle	CSP	6.56	62.67	1						CSP, BMP	Yes		WA Residency	N/A	4th	0	0	0	62.67	60.25	52	83	53
30/10/2023 15:45:55	Non-Rural	6-10	Poorly	Griffith University	BMP	6.46	80	4						CSP, BMP	Yes			N/A	N/A	0	0	0	76.67	80	73	67	90
30/10/2023 15:46:29	Non-Rural	6-10	Well	The University of Melbourne	CSP	6.9	73.33	1						CSP, BMP	Yes			N/A	4th	0	2	0	73.33	70.5	77	81	62
30/10/2023 15:48:13	Non-Rural	26-50	Well						The University of Notre Dame Sydney	6.75	65	3	Deakin, UoW	CSP, BMP				N/A	4th	0	0	0	65	64.25	57	76	62
30/10/2023 15:50:24	Rural	6-10	Well	Griffith University	BMP	6.96	63.5	1						BMP	Yes		Griffith SC preference and offer	N/A	N/A	0	0	0	63.67	63.5	61	67	63
30/10/2023 15:52:43	Rural	26-50	Unsure	The University of Melbourne	FFP	6.217	61.33	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	61.33	60.5	55	71	58
30/10/2023 15:54:56	Non-Rural	0-5	Very well	The University of Queensland (CQ-WB RMP)	CSP	6.924	63	2						CSP, BMP	Yes		UQRMP-Bundaberg	Tier 3	N/A	0	0	0	63	64.25	61	60	68
30/10/2023 15:58:34	Non-Rural	51-100	Well						The University of Melbourne	7	69.67	1	ANU, Griffith, UQ, UWA	CSP, BMP				N/A	N/A	0	0	0	69.67	69.5	58	82	69
30/10/2023 16:01:21	Non-Rural	0-5	Unsure	Deakin University	CSP	6.967	71.75	1						CSP, BMP	Yes			N/A	N/A	8	0	0	71.33	71.75	66	75	73
30/10/2023 16:02:40	Non-Rural	51-100	Unsure	The University of Notre Dame Sydney	FFP	6.99	66.33	1						CSP, BMP, FFP	Yes			N/A	4th	2	0	0	66.33	67.25	62	67	70
30/10/2023 16:02:54	Non-Rural	26-50	Well	Deakin University	CSP	6.854	66.25	2						CSP, BMP, FFP	Yes			N/A	4th	8	0	0	65	66.25	64	61	70
30/10/2023 16:03:00	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.988	71.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	71.33	71	63	81	70
30/10/2023 16:04:12	Rural	11-25	Well	The University of Melbourne	CSP	6.65	65.33	1						CSP, BMP	Yes			N/A	N/A	8	0	0	65.33	66.25	68	59	69
30/10/2023 16:08:13	Rural	26-50	Unsure	Deakin University	CSP	6.616	61.75	1						CSP, BMP	Yes		Deakin RTS tier 1 (Although sat GAMSAT prior to rule change)	N/A	N/A	12	0	0	65	61.75	64	79	52
30/10/2023 16:11:56	Non-Rural	6-10	Unsure	Australian National University	CSP	6.97	73.25	3	Deakin University	7	73.25	2	MQ, UQ, UWA	CSP, BMP, FFP	Yes			N/A	N/A	0	2	0	69.33	73.25	57	66	85
30/10/2023 16:14:51	Non-Rural	11-25	Poorly	Macquarie University	FFP	6.885	65.75	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	66	65.75	61	72	65
30/10/2023 16:17:07	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.975	69.33	1						CSP, BMP	Yes			N/A	2nd	0	4	0	69.33	70.75	64	69	75
30/10/2023 16:20:28	Non-Rural	0-5	Well	Griffith University	CSP	7	79.5	1						CSP	Yes			N/A	N/A	0	0	0	74.33	79.5	68	60	95
30/10/2023 16:21:29	Non-Rural	26-50	Well	The University of Melbourne	CSP	6.975	74	1						CSP, BMP	Yes		PhD student	N/A	N/A	0	2	0	74	74.5	71	75	76
30/10/2023 16:22:23	Non-Rural	6-10	Unsure						The University of Queensland (Greater Brisbane)	7	70.33	2	ANU, Deakin, UniMelb, UWA	CSP, BMP				Tier 3	N/A	0	0	0	70.33	72.25	72	61	78
30/10/2023 16:23:24	Non-Rural	26-50	Poorly	Australian National University	CSP	6.8	66.75	3						CSP, BMP	Yes			N/A	N/A	2	2	0	64.67	66.75	54	67	73
30/10/2023 16:26:33	Non-Rural	26-50	Poorly	The University of Melbourne	CSP	7	69.67	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	69.67	74.75	66	53	90
30/10/2023 16:27:36	Non-Rural	51-100	Unsure	Griffith University	CSP	7	69.5	1						CSP, BMP	Yes		Griffith GC	N/A	N/A	0	0	0	69	69.5	59	77	71
30/10/2023 16:30:27	Non-Rural	11-25	Very well						The University of Melbourne	6.9	68.67	1	N/A	CSP				N/A	N/A	2	0	0	68.67	68.5	66	72	68
30/10/2023 16:30:41	Non-Rural	11-25	Unsure	The University of Western Australia	CSP	7	81	5	The University of Melbourne	7	77.67	1	ANU, Deakin, Griffith	CSP, BMP	Unsure			N/A	N/A	2	0	0	77.67	81	65	77	91
30/10/2023 16:31:07	Non-Rural	6-10	Very well	The University of Melbourne	CSP	6.896	70.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	70.33	69	78	68	65
30/10/2023 16:31:09	Rural	51-100	Unsure	The University of Melbourne	CSP	7	71	1						CSP, BMP	Yes			N/A	4th	2	2	0	71	71.5	64	76	73
30/10/2023 16:42:13	Rural	6-10	Unsure	The University of Melbourne	BMP	6.256	72.67	1						CSP, BMP	Yes			N/A	4th	8	0	0	72.67	72.75	67	78	73
30/10/2023 16:47:11	Rural	51-100	Well	The University of Melbourne	CSP	6.85	69	1						CSP, BMP	Unsure			N/A	N/A	0	0	0	69	69	66	72	69
30/10/2023 16:50:07	Non-Rural	101-250	Poorly	The University of Melbourne	CSP	7	67.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	67.33	69	62	66	74
30/10/2023 16:55:36	Non-Rural	11-25	Unsure	The University of Queensland (CQ-WB RMP)	CSP	6.47	70.67	2						CSP, BMP	Yes			Tier 3	N/A	0	0	0	70.67	73.5	65	65	82
30/10/2023 16:58:55	Non-Rural	11-25	Poorly	The University of Melbourne	CSP	6.96	70.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	70.33	68.75	67	80	64
30/10/2023 17:01:00	Non-Rural	26-50	Very well	Deakin University	BMP	6.876	66.5	1						CSP, BMP, FFP	Yes			N/A	1st	6	0	0	67	66.5	54	82	65
30/10/2023 17:01:31	Rural	11-25	Unsure	The University of Notre Dame Fremantle	BMP	6.448	62.33	1						CSP, BMP	Yes		WA resident bonus, MM7 rural bonus	N/A	2nd	0	0	0	62.33	62.75	60	63	64
30/10/2023 17:03:34	Rural	101-250	Well	The University of Queensland (DD MP)	CSP	6	64.33	1						CSP, BMP	Yes			Tier 1 (DD RMP)	N/A	0	0	0	64.33	61	74	68	51
30/10/2023 17:03:56	Non-Rural	26-50	Unsure	The University of Notre Dame Fremantle	CSP	6.96	65.33	1						CSP, BMP	Yes		WA residency bonus	N/A	4th	0	0	0	65.33	65.5	60	70	66
30/10/2023 17:09:32	Non-Rural	26-50	Well	The University of Western Australia	CSP	6.65	70.25	3						CSP, BMP	Yes			N/A	4th	0	0	0	70.33	70.25	75	66	70
30/10/2023 17:10:21	Non-Rural	250+	Very well	The University of Melbourne	CSP	7	71.67	1						CSP, BMP	Yes			N/A	N/A	0	0	0	71.67	70.75	64	83	68
30/10/2023 17:12:52	Non-Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	6.13	72	3						CSP, BMP	Yes		My degree is a UK 2.1 degree so the GPA is calculated by GEMSAS at 6.13	N/A	3rd	0	0	0	72	75.5	67	63	86
30/10/2023 17:12:55	Non-Rural	101-250	Well	The University of Melbourne	CSP	6.778	70.67	1						CSP, BMP	Unsure		Previous healthcare work (paramedic) and used examples in the interview.	N/A	4th	6	0	0	70.67	70.75	73	68	71
30/10/2023 17:13:24	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.98	68	1						CSP, BMP	Yes			N/A	N/A	0	0	0	68	71.25	64	59	81
30/10/2023 17:16:37	Non-Rural	26-50	Unsure	The University of Melbourne	CSP	6.531	74.67	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	74.67	75	70	78	76
30/10/2023 17:17:43	Non-Rural	11-25	Unsure	The University of Melbourne	CSP	7	71.33	1						CSP	Yes			N/A	N/A	0	0	0	71.33	75.25	61	66	87
30/10/2023 17:18:56	Rural	11-25	Well	The University of Melbourne	BMP	6.67	62.67	1						CSP, BMP	Yes			N/A	4th	8	0	0	62.67	62	58	70	60
30/10/2023 17:20:02	Non-Rural	51-100	Unsure	Macquarie University	FFP	7	66.5	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	3	65.33	66.5	58	68	70
30/10/2023 17:21:33	Non-Rural	51-100	Well	The University of Notre Dame Fremantle	CSP	6.64	67.33	1						CSP, BMP, FFP	Yes		WA residency bonus	N/A	4th	2	0	0	67.33	66.75	60	77	65
30/10/2023 17:22:47	Rural	6-10	Unsure	Deakin University	CSP	6.1	63.75	1						CSP, BMP	Yes		Deakin RTS tier 1	N/A	N/A	10	0	3	66	63.75	67	74	57
30/10/2023 17:25:32	Non-Rural	11-25	Unsure	The University of Melbourne	CSP	6.83	69.67	1						CSP, BMP	Yes		Healthcare experience	N/A	N/A	0	0	0	69.67	70.75	65	70	74
30/10/2023 17:27:13	Rural	101-250	Well	The University of Queensland (CQ-WB RMP)	CSP	5.5	56	2						CSP, BMP	Unsure		Bundy RMP, and great portfolio.	Tier 2	3rd	8	0	0	56	57	54	54	60
30/10/2023 17:36:09	Rural	0-5	Unsure	The University of Queensland (CQ-WB RMP)	BMP	5.733	57.33	3						CSP, BMP	Yes			Tier 1 (CQ-WB RMP)	N/A	12	0	0	57.33	57.25	58	57	57
30/10/2023 17:41:53	Rural	6-10	Unsure	Deakin University	BMP	6.4	63.5	1						CSP, BMP	Yes			N/A	N/A	6	0	0	60.67	63.5	52	58	72
30/10/2023 17:44:50	Non-Rural	51-100	Poorly	The University of Western Australia	CSP	6.81	72	1						CSP, BMP	Yes			N/A	2nd	0	0	0	71.33	72	65	75	74
30/10/2023 17:46:44	Rural	0-5	Unsure	The University of Queensland (CQ-WB RMP)	CSP	5.7	62.67	1						CSP, BMP	Yes			Tier 2	N/A	0	0	0	62.67	64.75	57	60	71
30/10/2023 17:46:45	Non-Rural	26-50	Poorly	The University of Western Australia	CSP	7	67.25	3	Griffith University	7	67.25	2	N/A	CSP, BMP, FFP	Yes			N/A	4th	0	0	0	65.67	67.25	61	64	72
30/10/2023 17:53:44	Rural	11-25	Very well	Griffith University	CSP	5.375	80.5	1						CSP	Yes			N/A	N/A	0	0	0	79.33	80.5	72	82	84
30/10/2023 17:53:45	Non-Rural	11-25	Very well	The University of Queensland (Greater Brisbane)	CSP	7	70.67	1						CSP, BMP	Yes			N/A	4th	2	0	0	70.67	70.5	71	71	70
30/10/2023 17:55:09	Non-Rural	26-50	Unsure	The University of Queensland (Greater Brisbane)	CSP	7	72.33	1						CSP, BMP	Yes			N/A	4th	0	2	0	72.33	74.5	68	68	81
30/10/2023 17:56:01	Non-Rural	11-25	Well	The University of Melbourne	CSP	6.99	68	1						CSP, BMP	Yes			Tier 3	N/A	0	0	0	68	69.5	66	64	74
30/10/2023 18:07:06	Non-Rural	26-50	Well						The University of Queensland (CQ-WB RMP)	7	64.67	1	ANU, Deakin, Griffith, UNDF, UNDS	CSP, BMP				Tier 3	4th	0	2	0	64.67	63.75	60	73	61
30/10/2023 18:09:49	Non-Rural	6-10	Unsure						The University of Notre Dame Sydney	6.78	66.33	3	UniMelb, UQ, UWA	CSP, FFP				N/A	4th	6	0	0	66.33	66.25	59	74	66
30/10/2023 18:15:49	Non-Rural	6-10	Well	The University of Notre Dame Fremantle	CSP	6.4	71.67	2						CSP, BMP	Yes		UND bonus - wa residency	N/A	2nd	0	0	0	71.67	73	70	68	77
30/10/2023 18:18:58	Non-Rural	26-50	Poorly	The University of Melbourne	CSP	6.95	70	1						CSP	Yes			N/A	N/A	8	0	0	70	73.75	66	59	85
30/10/2023 18:20:15	Non-Rural	6-10	Unsure	Deakin University	BMP	6.575	72	5	Australian National University	6.575	72	1	Deakin, Griffith, UniMelb, UNDS, UoW	CSP, BMP	Yes	Second Round Offer		N/A	2nd	2	2	0	67.67	72	62	56	85
30/10/2023 18:22:15	Non-Rural	11-25	Well	The University of Melbourne	CSP	6.913	71.67	1						CSP, BMP	Yes			N/A	N/A	0	0	0	71.67	72	71	71	73
30/10/2023 18:22:18	Non-Rural	250+	Unsure	The University of Queensland (CQ-WB RMP)	CSP	7	63.67	2						CSP, BMP	Yes		UQRMP-ROCKY	Tier 3	4th	4	0	0	63.67	63.5	51	77	63
30/10/2023 18:26:28	Non-Rural	11-25	Well	The University of Western Australia	CSP	6.85	66.5	4	The University of Queensland (CQ-WB RMP)	6.85	65.67	3	ANU, Griffith, UWA	CSP, BMP	No			Tier 3	N/A	0	0	0	65.67	66.5	60	68	69
30/10/2023 18:27:45	Non-Rural	6-10	Well	The University of Western Australia	CSP	6.88	71	3						CSP	Unsure			N/A	N/A	0	0	0	70	71	58	78	74
30/10/2023 18:29:22	Non-Rural	101-250	Well						The University of Melbourne	6.9	73.33	1	Deakin, UQ	CSP				N/A	N/A	0	0	0	73.33	72.75	74	75	71
30/10/2023 18:32:12	Non-Rural	11-25	Unsure						The University of Queensland (DD MP)	7	68.67	1	Deakin, Griffith, UniMelb, UWA, UoW	CSP, BMP, FFP				Tier 3	2nd	0	2	0	68.67	69.5	72	62	72
30/10/2023 18:33:37	Non-Rural	51-100	Well	The University of Western Australia	CSP	6.839	71	4						CSP, BMP	Yes			N/A	4th	0	0	0	68.67	71	58	70	78
30/10/2023 18:37:34	Rural	11-25	Unsure	The University of Notre Dame Fremantle	CSP	6.52	65	1						CSP, BMP	Yes		WA residency	N/A	2nd	0	0	0	65	65.75	62	65	68
30/10/2023 18:42:17	Non-Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	6.854	67	1						CSP, BMP	Yes		Wa resident	N/A	4th	0	0	0	67	67	63	71	67
30/10/2023 18:46:02	Non-Rural	6-10	Unsure	The University of Western Australia	CSP	6.95	71.5	1						CSP, BMP	Yes			N/A	2nd	0	0	0	71.67	71.5	76	68	71
30/10/2023 18:47:55	Non-Rural	26-50	Well	The University of Melbourne	CSP	6.961	73	1						CSP	Yes			N/A	N/A	0	0	0	73	76.25	65	68	86
30/10/2023 18:57:04	Non-Rural	6-10	Poorly						The University of Notre Dame Sydney	6.92	64.67	1	ANU, Griffith, UniMelb, UQ, UoW	CSP, BMP				N/A	4th	0	0	0	64.67	64	60	72	62
30/10/2023 18:58:48	Non-Rural	0-5	Well	The University of Melbourne	CSP	6.875	86.67	1						CSP	Yes			N/A	N/A	0	0	0	86.67	90	79	81	100
30/10/2023 19:07:32	Non-Rural	101-250	Unsure	The University of Notre Dame Sydney	FFP	6.9	69.33	1						CSP, BMP, FFP	No			N/A	3rd	0	0	5	69.33	69.5	71	67	70
30/10/2023 19:11:51	Non-Rural	11-25	Well	The University of Western Australia	CSP	6.844	76	3	Griffith University	6.844	76	1	UQ	CSP, BMP	Unsure			N/A	4th	0	0	0	75.67	76	75	75	77
30/10/2023 19:26:25	Non-Rural	26-50	Poorly						The University of Notre Dame Sydney	6.78	65.67	3	ANU, UWA	CSP, BMP, FFP				N/A	4th	2	0	0	65.67	69.5	56	60	81
30/10/2023 19:33:00	Non-Rural	26-50	Well	Griffith University	CSP	6.792	70.75	4						CSP, BMP	Yes		Grif-GC	N/A	2nd	0	0	0	67.67	70.75	65	58	80
30/10/2023 19:36:33	Rural	26-50	Well						The University of Queensland (CQ-WB RMP)	7	64.67	2	Griffith, UniMelb, UNDF, UoW	CSP				Tier 3	4th	0	0	0	64.67	64	60	72	62
30/10/2023 19:40:17	Non-Rural	6-10	Well	The University of Notre Dame Fremantle	BMP	6.6	68	4	The University of Queensland (DD MP)	7	68	2	UNDS	CSP, BMP	Yes		Had a Master of Medical Research considered an HDR for UNDF.	Tier 3	3rd	0	0	0	68	66.5	66	76	62
30/10/2023 19:55:28	Non-Rural	51-100	Well	The University of Notre Dame Sydney	CSP	6.89	65.67	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	65.67	66.75	59	68	70
30/10/2023 19:55:59	Non-Rural	0-5	Unsure	The University of Western Australia	CSP	6.7	66.75	6						CSP, BMP	Yes			N/A	N/A	0	0	0	66.33	66.75	63	68	68
30/10/2023 19:56:01	Rural	26-50	Unsure	The University of Western Australia	CSP	7	61.5	1						CSP, BMP	Yes		WA residency, MM5	N/A	1st	10	0	0	60.67	61.5	57	61	64
30/10/2023 19:56:44	Non-Rural	51-100	Well	The University of Queensland (CQ-WB RMP)	CSP	7	70.33	1						CSP, BMP	No		UQRMP - Rocky	Tier 3	N/A	0	0	0	70.33	70.5	65	75	71
30/10/2023 19:56:51	Non-Rural	51-100	Poorly	The University of Melbourne	CSP	7	77.67	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	77.67	83.25	66	67	100
30/10/2023 20:05:34	Non-Rural	26-50	Unsure	The University of Notre Dame Fremantle	CSP	6.84	63.67	3						CSP, BMP	Yes			N/A	4th	2	0	0	63.67	62.25	70	63	58
30/10/2023 20:11:44	Non-Rural	51-100	Very poorly	The University of Western Australia	CSP	6.938	73	6	The University of Melbourne	6.95	71.67	1	ANU, Deakin, Griffith, UQ	CSP	Yes			N/A	N/A	0	0	0	71.67	73	62	76	77
30/10/2023 20:12:46	Rural	11-25	Very poorly	The University of Melbourne	BMP	6.988	66.67	1						CSP, BMP	Yes			N/A	N/A	8	0	0	66.67	71	56	60	84
30/10/2023 20:19:01	Non-Rural	51-100	Unsure	Deakin University	CSP	6.85	69	1						CSP, BMP	Yes			N/A	N/A	8	0	0	69	69	73	65	69
