Timestamp	Rurality	S1 Score	S2 Score	S3 Score	UW GAMSAT	W GAMSAT	UQ MP/RMP Tier	CASPer Quartile	Deakin Bonus	ANU Bonus	MQ Bonus (GPA)	Notes	Outlier	Interview?	Interviewing Uni	GPA	GAMSAT	1st Pref Uni	GPA	GAMSAT	2nd Pref Uni	GPA	GAMSAT	3rd Pref Uni	GPA	GAMSAT	4th Pref Uni	GPA	GAMSAT	5th Pref Uni	GPA	GAMSAT	6th Pref Uni	GPA	GAMSAT
30/08/2023 14:11:05	Non-Rural	62	56	78	65.33	68.5	N/A	2nd	0	0	0			Yes	Macquarie University	6.885	68.5	The University of Notre Dame Sydney	6.885	65.33															
30/08/2023 14:11:05	Non-Rural	70	69	65	68	67.25	N/A	4th	2	2	0			Yes	The University of Notre Dame Sydney	6.688	68	Australian National University	6.688	67.25	Deakin University	6.688	67.25												
30/08/2023 14:11:57	Non-Rural	66	78	74	72.67	73	N/A	N/A	0	0	0			Yes	Deakin University	6.83	73																		
30/08/2023 14:15:44	Non-Rural	58	64	77	66.33	69	N/A	3rd	0	0	0	GAM		Yes	The University of Western Australia	6.917	69																		
30/08/2023 14:16:46	Non-Rural	60	77	82	73	75.25	N/A	3rd	4	0	0	Below average portfolio		Yes	Deakin University	6.363	75.25	The University of Wollongong	5.5	75.25	Griffith University	6.126	75.25												
30/08/2023 14:16:51	Non-Rural	68	78	73	73	73	N/A	N/A	4	0	0	GAM Applicant		Yes	The University of Melbourne	6.975	73																		
30/08/2023 14:17:00	Non-Rural	62	66	65	64.33	64.5	N/A	1st	0	0	0			Yes	The University of Western Australia	7	64.5																		
30/08/2023 14:17:05	Non-Rural	79	76	76	77	76.75	N/A	3rd	0	0	0			Yes	The University of Western Australia	6.1	76.75																		
30/08/2023 14:19:41	Non-Rural	67	76	77	73.33	74.25	N/A	2nd	0	4	0	PhD		Yes	The University of Notre Dame Sydney	7	73.33																		
30/08/2023 14:20:00	Non-Rural	62	67	68	65.67	66.25	N/A	4th	0	0	0			Yes	The University of Notre Dame Fremantle	6.94	65.67																		
30/08/2023 14:21:37	Non-Rural	61	71	70	67.33	68	N/A	2nd	0	0	0			No				Australian National University	6.7	68															
30/08/2023 14:21:43	Non-Rural	59	78	70	69	69.25	Tier 3	4th	2	2	0			Yes	The University of Notre Dame Fremantle	6.5	69																		
30/08/2023 14:24:00	Rural	66	59	86	70.33	74.25	N/A	3rd	14	0	0	WA Resident, Deakin RTS		Yes	The University of Western Australia	6.646	74.25																		
30/08/2023 14:28:36	Rural	68	66	81	71.67	74	N/A	2nd	0	2	0			Yes	The University of Western Australia	7	74																		
30/08/2023 14:33:05	Non-Rural	69	75	62	68.67	67	N/A	4th	2	0	0	Very strong portfolio for UoW		Yes	The University of Melbourne	6.981	68.67	Griffith University	6.979	67															
30/08/2023 14:34:12	Rural	71	86	80	79	79.25	Tier 2	N/A	0	0	0			Yes	The University of Queensland (DD MP)	6.906	79																		
30/08/2023 14:34:12	Non-Rural	64	86	69	73	72	N/A	4th	0	0	0	(reported T3 UQ RMP initially but can't have applied for the RMP if got a GB interview so changed to N/A -Luke)		Yes	The University of Queensland (Greater Brisbane)	6.8	73																		
30/08/2023 14:36:58	Non-Rural	67	76	71	71.33	71.25	Tier 3	4th	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	7	71.33																		
30/08/2023 14:39:30	Non-Rural	60	60	74	64.67	67	N/A	3rd	0	0	0			Yes	The University of Western Australia	7	67	The University of Melbourne	7	64.67	Deakin University	7	67	Australian National University	7	67									
30/08/2023 14:39:32	Non-Rural	56	73	75	68	69.75	N/A	N/A	0	0	0			Yes	The University of Western Australia	6.75	69.75	The University of Melbourne	6.68	68															
30/08/2023 14:40:36	Non-Rural	65	75	70	70	70	N/A	4th	0	0	0			Yes	The University of Queensland (Greater Brisbane)	7	70																		
30/08/2023 14:43:23	Rural	68	64	69	67	67.5	N/A	N/A	10	0	0			Yes	The University of Melbourne	6.88	67																		
30/08/2023 14:44:20	Rural	74	68	51	64.33	61	Tier 1 (DD RMP)	N/A	0	0	0			Yes	The University of Queensland (DD MP)	6	64.33																		
30/08/2023 14:44:59	Non-Rural	63	59	89	70.33	75	N/A	2nd	2	0	0	GAM		No				The University of Notre Dame Sydney	6.392	70.33	The University of Melbourne	6.202	70.33	Australian National University	6.392	75	Griffith University	6.097	75	Deakin University	6.3	75	The University of Notre Dame Fremantle	6.392	70.33
30/08/2023 14:45:47	Non-Rural	69	80	62	70.33	68.25	N/A	3rd	0	0	0			No				The University of Melbourne	6.383	70.33	Deakin University	6.402	68.25	Macquarie University	6.397	68.25	The University of Wollongong	5.5	68.25	The University of Notre Dame Sydney	6.397	70.33	The University of Notre Dame Fremantle	6.397	70.33
30/08/2023 14:45:49	Non-Rural	62	78	68	69.33	69	Tier 3	4th	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	6.825	69.33																		
30/08/2023 14:45:52	Non-Rural	56	75	78	69.67	71.75	N/A	N/A	0	0	0			Yes	The University of Western Australia	6.75	71.75	The University of Melbourne	6.6	69.67															
30/08/2023 14:48:10	Rural	67	68	56	63.67	61.75	N/A	N/A	0	0	0			Yes	The University of Queensland (Greater Brisbane)	7	63.67																		
30/08/2023 14:48:24	Rural	56	75	62	64.33	63.75	N/A	N/A	4	0	0			Yes	The University of Queensland (Greater Brisbane)	6.988	64.33																		
30/08/2023 14:50:04	Rural	67	59	69	65	66	N/A	N/A	4	0	0			Yes	The University of Melbourne	6.7	65																		
30/08/2023 14:50:42	Non-Rural	62	68	72	67.33	68.5	Tier 3	4th	2	0	0			Yes	The University of Queensland (DD MP)	6.786	67.33	Deakin University	6.868	68.5	Australian National University	6.868	68.5												
30/08/2023 14:57:54	Non-Rural	62	66	100	76	82	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.96	76																		
30/08/2023 15:00:16	Non-Rural	63	73	64	66.67	66	Tier 3	4th	0	0	0			Yes	The University of Notre Dame Sydney	6.786	66.67																		
30/08/2023 15:01:12	Non-Rural	63	78	84	75	77.25	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.838	75																		
30/08/2023 15:02:44	Non-Rural	62	79	59	66.67	64.75	Tier 3	N/A	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	6.783	66.67	Australian National University	6.896	64.75	The University of Melbourne	6.875	66.67												
30/08/2023 15:03:12	Rural	58	70	58	62	61	Tier 1 (DD RMP)	2nd	0	0	0			Yes	The University of Queensland (DD MP)	6.7	62																		
30/08/2023 15:03:39	Non-Rural	71	70	66	69	68.25	N/A	3rd	0	0	0			Yes	Macquarie University	6.51	68.25	The University of Notre Dame Sydney	6.51	69	The University of Melbourne	6.52	69	Deakin University	6.604	68.25	Australian National University	5.1	68.25						
30/08/2023 15:05:39	Non-Rural	59	79	67	68.33	68	Tier 3	4th	0	0	0			Yes	The University of Notre Dame Sydney	6.219	68.33																		
30/08/2023 15:06:54	Non-Rural	62	75	67	68	67.75	N/A	3rd	2	0	0	GAM		Yes	The University of Western Australia	6.875	67.75	Australian National University	6.93	67.75	The University of Melbourne	6.54	68	Deakin University	6.6	67.75	The University of Wollongong	5.5	67.75						
30/08/2023 15:08:52	Non-Rural	65	76	71	70.67	70.75	N/A	4th	0	0	0			Yes	The University of Western Australia	6.625	70.75																		
30/08/2023 15:09:34	Non-Rural	63	69	85	72.33	75.5	Tier 3	2nd	0	0	0			Yes	The University of Queensland (DD MP)	6.75	72.33	The University of Melbourne	6.6	72.33															
30/08/2023 15:10:11	Non-Rural	61	66	60	62.33	61.75	N/A	4th	0	0	0			Yes	The University of Notre Dame Sydney	7	62.33																		
30/08/2023 15:10:42	Rural	52	55	63	56.67	58.25	Tier 1 (CQ-WB RMP)	4th	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	7	56.67																		
30/08/2023 15:11:50	Non-Rural	66	68	79	71	73	N/A	N/A	0	0	0	Monash interview offer		Yes	The University of Melbourne	7	71																		
30/08/2023 15:13:03	Non-Rural	61	75	65	67	66.5	N/A	2nd	0	2	0			Yes	Australian National University	6.958	66.5	The University of Melbourne	6.969	67	The University of Notre Dame Sydney	6.958	67												
30/08/2023 15:14:02	Non-Rural	61	79	64	68	67	N/A	N/A	6	0	0			Yes	Deakin University	6.67	67	The University of Melbourne	6.83	68															
30/08/2023 15:17:07	Non-Rural	61	75	67	67.67	67.5	N/A	3rd	0	0	0	(if this was you please message me, I am guessing you didn't select your bonuses -Luke)	Yes- I	Yes	Deakin University	6.6	67.5	The University of Melbourne	6.7	67.67															
30/08/2023 15:20:31	Non-Rural	62	76	69	69	69	N/A	1st	2	0	0			Yes	The University of Melbourne	6.85	69																		
30/08/2023 15:21:09	Non-Rural	60	68	76	68	70	N/A	4th	0	0	0			Yes	The University of Western Australia	6.86	70																		
30/08/2023 15:24:10	Non-Rural	66	53	78	65.67	68.75	N/A	3rd	0	2	0			Yes	Australian National University	6.903	68.75	The University of Melbourne	6.875	65.67															
30/08/2023 15:25:36	Non-Rural	73	60	78	70.33	72.25	N/A	2nd	2	0	0			Yes	The University of Western Australia	6.656	72.25	Deakin University	6.646	72.25															
30/08/2023 15:27:20	Non-Rural	83	75	77	78.33	78	N/A	N/A	0	0	0			Yes	The University of Queensland (Greater Brisbane)	7	78.33																		
30/08/2023 15:27:29	Non-Rural	63	75	69	69	69	N/A	2nd	2	0	0	Portfolio		Yes	Griffith University	6.917	69	Australian National University	6.917	69															
30/08/2023 15:28:32	Rural	76	66	82	74.67	76.5	N/A	N/A	2	0	0	Tier 2 rurality		Yes	The University of Queensland (Greater Brisbane)	7	74.67																		
30/08/2023 15:29:09	Non-Rural	68	66	73	69	70	Tier 3	N/A	0	0	0			Yes	Griffith University	6.98	70																		
30/08/2023 15:30:16	Non-Rural	71	72	54	65.67	62.75	N/A	4th	6	0	0	Below average UOW portfolio		Yes	The University of Notre Dame Sydney	6.7	65.67	The University of Melbourne	6.7	65.67	The University of Wollongong	5.5	62.75	Deakin University	6.7	62.75									
30/08/2023 15:32:00	Rural	70	70	59	66.33	64.5	N/A	N/A	0	0	0			Yes	Griffith University	6.909	64.5																		
30/08/2023 15:32:53	Rural	64	63	50	59	56.75	N/A	N/A	0	0	0	Only 1 preference. Eligible for bonuses elsewhere though.		Yes	Griffith University	6.486	56.75																		
30/08/2023 15:34:14	Non-Rural	73	71	74	72.67	73	N/A	2nd	0	0	0	GAM, decent portfolio		Yes	The University of Wollongong	5.5	73	The University of Melbourne	6.41	72.67															
30/08/2023 15:37:24	Non-Rural	61	60	74	65	67.25	N/A	4th	4	2	0			Yes	The University of Wollongong	5.5	67.25	Deakin University	6.609	67.25	Australian National University	6.609	67.25												
30/08/2023 15:38:24	Rural	62	71	53	62	59.75	Tier 2	N/A	12	2	0	GAM		Yes	The University of Queensland (DD MP)	7	62																		
30/08/2023 15:39:58	Non-Rural	52	65	61	59.33	59.75	N/A	4th	0	0	0	Strong portfolio, applied for UOM disadvantages.		No				The University of Wollongong	5.5	59.75	Australian National University	6.649	59.75	The University of Notre Dame Sydney	6.649	59.33	The University of Melbourne	6.609	59.33						
30/08/2023 15:40:37	Rural	56	69	54	59.67	58.25	Tier 1 (DD RMP)	N/A	0	0	0			Yes	Griffith University	6.851	58.25																		
30/08/2023 15:43:10	Non-Rural	60	66	70	65.33	66.5	N/A	N/A	0	0	0			Yes	Macquarie University	6.76	66.5	The University of Melbourne	6.73	65.33															
30/08/2023 15:47:03	Rural	52	57	50	53	52.25	N/A	4th	10	0	0	rural, also studies cert IV woolclassing		Yes	The University of Wollongong	5.5	52.25	The University of Melbourne	5.7	53	Deakin University	5.7	52.25												
30/08/2023 15:54:10	Non-Rural	58	64	70	64	65.5	N/A	N/A	6	0	0			Yes	Deakin University	6.904	65.5	Griffith University	6.927	65.5	The University of Western Australia	6.927	65.5												
30/08/2023 15:54:30	Non-Rural	59	72	67	66	66.25	Tier 3	4th	0	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	66																		
30/08/2023 15:54:53	Non-Rural	69	76	81	75.33	76.75	N/A	4th	0	0	0			Yes	The University of Western Australia	6.75	76.75																		
30/08/2023 15:56:20	Non-Rural	63	61	80	68	71	N/A	2nd	0	2	0			Yes	The University of Queensland (Greater Brisbane)	7	68	The University of Melbourne	6.7	68															
30/08/2023 15:58:13	Non-Rural	62	72	74	69.33	70.5	N/A	4th	2	2	0			Yes	The University of Wollongong	5.5	70.5																		
30/08/2023 15:58:34	Non-Rural	69	66	59	64.67	63.25	N/A	1st	2	0	0			No				Deakin University	6.792	63.25	Griffith University	6.708	63.25	The University of Notre Dame Sydney	6.792	64.67	The University of Melbourne	6.75	64.67	The University of Notre Dame Fremantle	6.792	64.67			
30/08/2023 16:04:25	Non-Rural	70	61	77	69.33	71.25	N/A	4th	0	0	0			No				The University of Melbourne	6.22	69.33															
30/08/2023 16:08:15	Non-Rural	67	68	75	70	71.25	N/A	N/A	2	2	0			Yes	Australian National University	6.925	71.25																		
30/08/2023 16:13:33	Non-Rural	65	73	62	66.67	65.5	N/A	4th	10	0	0			Yes	Deakin University	7	65.5																		
30/08/2023 16:17:53	Rural	56	63	58	59	58.75	N/A	N/A	14	0	0			Yes	Deakin University	6	58.75																		
30/08/2023 16:18:29	Non-Rural	59	63	70	64	65.5	N/A	N/A	2	0	0			Yes	The University of Western Australia	6.89	65.5	Australian National University	6.89	65.5	The University of Melbourne	6.86	64	The University of Queensland (Greater Brisbane)	7	64									
30/08/2023 16:19:21	Rural	70	72	51	64.33	61	Tier 1 (DD RMP)	N/A	0	0	0			Yes	The University of Queensland (DD MP)	6.493	64.33																		
30/08/2023 16:23:10	Non-Rural	67	60	73	66.67	68.25	Tier 3	N/A	0	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	66.67																		
30/08/2023 16:26:57	Non-Rural	71	57	80	69.33	72	Tier 3	N/A	0	0	0			Yes	The University of Queensland (DD MP)	6.833	69.33																		
30/08/2023 16:29:57	Non-Rural	69	64	75	69.33	70.75	Tier 3	N/A	0	0	0			Yes	The University of Queensland (DD MP)	6.868	69.33	The University of Melbourne	6.825	69.33	Deakin University	6.813	70.75												
30/08/2023 16:33:32	Non-Rural	60	76	67	67.67	67.5	Tier 3	4th	2	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	67.67																		
30/08/2023 16:35:57	Non-Rural	59	68	65	64	64.25	N/A	2nd	4	0	0	above average		No				The University of Wollongong	5.5	64.25	The University of Notre Dame Sydney	6.651	64	The University of Western Australia	6.708	64.25	Griffith University	6.708	64.25	Deakin University	6.651	64.25	Macquarie University	6.651	64.25
30/08/2023 16:37:23	Non-Rural	68	66	65	66.33	66	N/A	3rd	0	0	0			Yes	The University of Notre Dame Sydney	6.953	66.33	The University of Melbourne	6.945	66.33															
30/08/2023 16:42:03	Non-Rural	68	66	70	68	68.5	N/A	3rd	0	0	0			Yes	The University of Melbourne	6.95	68																		
30/08/2023 16:44:57	Non-Rural	57	61	73	63.67	66	N/A	N/A	2	0	0			Yes	The University of Western Australia	7	66	Deakin University	6.969	66															
30/08/2023 16:45:15	Non-Rural	52	67	56	58.33	57.75	N/A	N/A	2	0	0			No				The University of Queensland (Greater Brisbane)	6.95	58.33	Griffith University	6.94	57.75	Deakin University	6.98	57.75	The University of Melbourne	6.94	58.33						
30/08/2023 16:50:50	Non-Rural	59	83	61	67.67	66	Tier 3	4th	0	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	67.67	The University of Notre Dame Sydney	6.388	67.67															
30/08/2023 16:51:10	Non-Rural	61	66	86	71	74.75	N/A	1st	0	2	0			Yes	Australian National University	6.528	74.75	The University of Notre Dame Sydney	6.528	71															
30/08/2023 16:51:35	Non-Rural	62	67	69	66	66.75	N/A	N/A	8	0	0			Yes	Deakin University	6.708	66.75																		
30/08/2023 16:54:03	Non-Rural	65	58	80	67.67	70.75	N/A	2nd	0	0	0			Yes	Griffith University	6.792	70.75	The University of Melbourne	6.763	67.67	Deakin University	6.796	70.75	Australian National University	6.74	70.75									
30/08/2023 16:54:37	Non-Rural	65	73	68	68.67	68.5	N/A	N/A	0	2	3			Yes	Australian National University	6.938	68.5																		
30/08/2023 16:57:13	Non-Rural	62	70	61	64.33	63.5	Tier 3	3rd	0	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	64.33																		
30/08/2023 16:59:18	Non-Rural	64	57	67	62.67	63.75	N/A	2nd	0	0	0			No				The University of Western Australia	6.7	63.75	Macquarie University	6.7	63.75	The University of Queensland (Greater Brisbane)	6.7	62.67	The University of Notre Dame Fremantle	6.7	62.67	The University of Notre Dame Sydney	6.7	62.67	The University of Melbourne	6.7	62.67
30/08/2023 17:01:58	Non-Rural	60	60	71	63.67	65.5	N/A	N/A	0	0	0			Yes	The University of Western Australia	6.875	65.5	The University of Notre Dame Sydney	6.823	63.67															
30/08/2023 17:05:20	Rural	74	72	70	72	71.5	N/A	2nd	0	0	0	Strong portfolio (I think)		Yes	The University of Wollongong	5.5	71.5																		
30/08/2023 17:06:46	Non-Rural	63	75	65	67.67	67	N/A	4th	0	0	0	
(marked as an outlier as outside of LL expected for interview and significantly skews data, but that doesn't mean it illegitimate given CASPer being a factor -Luke)
Yes- I	Yes	The University of Notre Dame Fremantle	5.969	67.67	The University of Notre Dame Sydney	5.969	67.67	The University of Wollongong	5.5	67	Macquarie University	5.969	67	Australian National University	5.969	67	The University of Queensland (Greater Brisbane)	5.969	67.67			
30/08/2023 17:08:16	Non-Rural	59	68	72	66.33	67.75	N/A	4th	0	0	0	WA resident		Yes	The University of Notre Dame Fremantle	7	66.33																		
30/08/2023 17:10:30	Non-Rural	69	78	64	70.33	68.75	N/A	N/A	4	0	0			Yes	The University of Western Australia	6.792	68.75	The University of Melbourne	6.825	70.33															
30/08/2023 17:12:33	Non-Rural	67	83	68	72.67	71.5	N/A	4th	0	0	0	GAM applicant. GPA (for UWA) confirmed via GEMSAS.		Yes	The University of Western Australia	6.869	71.5																		
30/08/2023 17:13:47	Non-Rural	65	68	75	69.33	70.75	N/A	N/A	2	2	0			Yes	The University of Melbourne	6.963	69.33																		
30/08/2023 17:17:06	Rural	62	54	80	65.33	69	N/A	N/A	10	0	0			Yes	Deakin University	6.346	69																		
30/08/2023 17:17:43	Non-Rural	61	57	80	66	69.5	Tier 3	N/A	0	0	0			Yes	Griffith University	6.885	69.5																		
30/08/2023 17:19:08	Non-Rural	76	68	71	71.67	71.5	N/A	2nd	0	0	0			Yes	The University of Western Australia	6.95	71.5																		
30/08/2023 17:22:22	Rural	55	61	64	60	61	N/A	1st	10	0	0	WA resident, MM5		Yes	The University of Western Australia	7	61																		
30/08/2023 17:22:43	Non-Rural	65	79	62	68.67	67	N/A	4th	2	0	0			Yes	The University of Notre Dame Sydney	6.969	68.67																		
30/08/2023 17:25:19	Non-Rural	67	66	82	71.67	74.25	N/A	3rd	0	2	0	above average - strong portfolio		Yes	The University of Notre Dame Sydney	6.97	71.67																		
30/08/2023 17:27:25	Non-Rural	71	76	59	68.67	66.25	N/A	N/A	0	0	0			Yes	The University of Queensland (Greater Brisbane)	7	68.67																		
30/08/2023 17:29:20	Non-Rural	53	72	79	68	70.75	N/A	N/A	0	0	0			Yes	The University of Melbourne	7	68																		
30/08/2023 17:31:54	Non-Rural	63	53	84	66.67	71	N/A	2nd	0	0	0			Yes	Macquarie University	6.53	71																		
30/08/2023 17:31:55	Non-Rural	69	61	71	67	68	N/A	4th	0	0	0	Strong portfolio		Yes	The University of Notre Dame Sydney	6.849	67																		
30/08/2023 17:34:54	Non-Rural	75	66	74	71.67	72.25	N/A	2nd	0	0	0	below average portfolio		Yes	The University of Notre Dame Fremantle	6.625	71.67	The University of Wollongong	5.5	72.25	The University of Melbourne	5.705	71.67	The University of Notre Dame Sydney	6.625	71.67	Deakin University	6.844	72.25						
30/08/2023 17:35:10	Non-Rural	58	66	75	66.33	68.5	N/A	2nd	0	2	0			No				The University of Western Australia	6.719	68.5	The University of Notre Dame Fremantle	6.736	66.33	The University of Queensland (Greater Brisbane)	7	66.33	The University of Notre Dame Sydney	6.736	66.33	Australian National University	6.736	68.5	Griffith University	6.576	68.5
30/08/2023 17:35:13	Non-Rural	54	73	81	69.33	72.25	N/A	4th	0	0	0			Yes	Griffith University	6.914	72.25																		
30/08/2023 17:38:06	Non-Rural	56	70	73	66.33	68	Tier 3	3rd	0	0	0			Yes	The University of Queensland (DD MP)	6.984	66.33																		
30/08/2023 17:46:40	Non-Rural	51	73	84	69.33	73	N/A	N/A	0	0	0			Yes	Deakin University	6.78	73	The University of Melbourne	6.78	69.33															
30/08/2023 17:50:13	Non-Rural	65	59	73	65.67	67.5	N/A	4th	0	0	0			Yes	The University of Notre Dame Sydney	6.895	65.67	Griffith University	6.895	67.5															
30/08/2023 17:52:23	Non-Rural	62	76	77	71.67	73	N/A	N/A	0	0	0	no bonuses		Yes	The University of Melbourne	6.95	71.67																		
30/08/2023 17:53:03	Non-Rural	62	71	60	64.33	63.25	N/A	2nd	0	0	0			No				Griffith University	6.51	63.25	The University of Queensland (Greater Brisbane)	6.97	64.33	The University of Notre Dame Sydney	6.807	64.33	The University of Notre Dame Fremantle	6.807	64.33						
30/08/2023 17:54:16	Non-Rural	59	72	69	66.67	67.25	N/A	2nd	0	0	3			Yes	Macquarie University	7	67.25	The University of Notre Dame Sydney	6.813	66.67	Australian National University	6.813	67.25												
30/08/2023 17:55:58	Non-Rural	64	76	59	66.33	64.5	N/A	4th	0	0	3	Strong portfolio		Yes	The University of Notre Dame Sydney	6.962	66.33																		
30/08/2023 17:58:36	Rural	55	59	62	58.67	59.5	Tier 2	N/A	0	0	0			Yes	Griffith University	6.656	59.5																		
30/08/2023 18:03:54	Rural	58	70	55	61	59.5	N/A	3rd	8	0	0			Yes	The University of Western Australia	6.8	59.5																		
30/08/2023 18:06:09	Non-Rural	78	68	72	72.67	72.5	N/A	N/A	6	0	0			Yes	The University of Western Australia	6.96	72.5																		
30/08/2023 18:10:08	Non-Rural	72	68	80	73.33	75	N/A	N/A	2	0	0			Yes	The University of Melbourne	6.875	73.33																		
30/08/2023 18:12:41	Non-Rural	71	71	70	70.67	70.5	N/A	1st	2	0	0			Yes	The University of Queensland (Greater Brisbane)	7	70.67																		
30/08/2023 18:14:06	Non-Rural	63	81	70	71.33	71	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.988	71.33																		
30/08/2023 18:22:28	Non-Rural	58	75	63	65.33	64.75	N/A	4th	0	0	3			Yes	Macquarie University	6.9	64.75																		
30/08/2023 18:26:15	Rural	52	54	78	61.33	65.5	N/A	N/A	8	0	0	Deakin RTS Tier 1		Yes	Deakin University	6.958	65.5																		
30/08/2023 18:30:42	Non-Rural	66	75	91	77.33	80.75	N/A	3rd	0	0	0			Yes	Deakin University	6.865	80.75																		
30/08/2023 18:35:40	Non-Rural	64	60	73	65.67	67.5	Tier 3	N/A	2	0	0			Yes	The University of Queensland (CQ-WB RMP)	6.88	65.67																		
30/08/2023 18:36:35	Non-Rural	59	68	70	65.67	66.75	N/A	4th	0	0	0			Yes	The University of Notre Dame Sydney	6.89	65.67																		
30/08/2023 18:39:56	Non-Rural	67	63	66	65.33	65.5	N/A	4th	0	0	0	Pretty strong portfolio in most areas IMO		Yes	The University of Wollongong	5.5	65.5	The University of Melbourne	6.052	65.33	The University of Notre Dame Fremantle	6.142	65.33	Griffith University	6.005	65.5	The University of Notre Dame Sydney	6.142	65.33	Deakin University	6.142	65.5			
30/08/2023 18:40:59	Non-Rural	70	66	83	73	75.5	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.85	73																		
30/08/2023 18:41:12	Non-Rural	62	70	66	66	66	Tier 3	N/A	2	2	0			Yes	The University of Queensland (DD MP)	7	66																		
30/08/2023 18:42:00	Non-Rural	71	59	69	66.33	67	N/A	1st	0	0	0			No				Griffith University	6.3	67	The University of Notre Dame Sydney	6.3	66.33	The University of Notre Dame Fremantle	6.3	66.33	The University of Wollongong	5.5	67	The University of Western Australia	6.3	67	Australian National University	6.3	67
30/08/2023 18:42:15	Non-Rural	56	78	61	65	64	N/A	3rd	6	0	0			Yes	Deakin University	7	64																		
30/08/2023 19:01:16	Non-Rural	67	72	76	71.67	72.75	N/A	4th	4	0	0	GAM		Yes	Deakin University	6.487	72.75																		
30/08/2023 19:03:19	Non-Rural	64	61	70	65	66.25	N/A	4th	8	0	0			Yes	Deakin University	6.854	66.25	The University of Melbourne	6.875	65															
30/08/2023 19:06:00	Non-Rural	65	65	73	67.67	69	Tier 3	N/A	0	0	0		Yes- I	Yes	The University of Queensland (CQ-WB RMP)	6.48	67.67	The University of Melbourne	6.7	67.67															
30/08/2023 19:16:32	Rural	62	71	81	71.33	73.75	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.754	71.33																		
30/08/2023 19:17:44	Non-Rural	63	71	65	66.33	66	N/A	4th	0	0	0			Yes	The University of Notre Dame Fremantle	6.51	66.33																		
30/08/2023 19:18:31	Rural	64	79	52	65	61.75	N/A	N/A	12	0	0			Yes	Deakin University	6.616	61.75																		
30/08/2023 19:21:44	Rural	67	78	73	72.67	72.75	N/A	4th	8	0	0			Yes	The University of Melbourne	6.25	72.67																		
30/08/2023 19:23:57	Non-Rural	70	86	64	73.33	71	Tier 3	N/A	0	2	0			Yes	The University of Queensland (CQ-WB RMP)	7	73.33																		
30/08/2023 19:43:21	Rural	56	57	74	62.33	65.25	Tier 2	N/A	12	4	0	Deakin RTS		Yes	Deakin University	6.604	65.25																		
30/08/2023 20:19:40	Non-Rural	60	77	65	67.33	66.75	N/A	4th	2	0	0	WA residency bonus		Yes	The University of Notre Dame Fremantle	6.664	67.33																		
30/08/2023 20:20:41	Rural	66	74	64	68	67	Tier 2	N/A	10	0	0	GAM		Yes	Griffith University	6.688	67																		
30/08/2023 20:21:41	Non-Rural	63	66	65	64.67	64.75	N/A	1st	0	0	0			Yes	The University of Western Australia	6.958	64.75	Griffith University	6.958	64.75	The University of Queensland (Greater Brisbane)	6.958	64.67	The University of Notre Dame Sydney	6.969	64.67									
30/08/2023 20:38:36	Non-Rural	63	66	71	66.67	67.75	N/A	4th	0	0	3	I did the HealthSciGradDip at UNDS potentially giving me straight entry to interview		Yes	The University of Notre Dame Sydney	6.3	66.67																		
30/08/2023 20:40:08	Non-Rural	65	70	75	70	71.25	N/A	N/A	0	0	0			Yes	The University of Melbourne	6.83	70																		
30/08/2023 20:58:51	Non-Rural	82	68	66	72	70.5	Tier 3	N/A	0	0	0			Yes	The University of Queensland (DD MP)	7	72																		
30/08/2023 21:00:29	Rural	54	62	53	56.33	55.5	Tier 1 (CQ-WB RMP)	N/A	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	6.706	56.33																		
30/08/2023 21:26:27	Non-Rural	63	64	75	67.33	69.25	N/A	N/A	0	2	0			Yes	Griffith University	6.844	69.25																		
30/08/2023 21:28:25	Non-Rural	69	66	99	78	83.25	N/A	N/A	0	0	0			Yes	The University of Western Australia	7	83.25																		
30/08/2023 21:29:26	Non-Rural	58	72	68	66	66.5	N/A	4th	0	0	0	No WA residency or HDR bonus.		Yes	The University of Notre Dame Fremantle	6.979	66	Griffith University	6.958	66.5															
30/08/2023 21:38:49	Non-Rural	69	64	65	66	65.75	Tier 3	N/A	0	0	0			Yes	The University of Queensland (CQ-WB RMP)	7	66																		
30/08/2023 21:45:55	Non-Rural	56	67	68	63.67	64.75	Tier 3	4th	4	2	0	Average to below average portfolio for UoW		Yes	The University of Notre Dame Sydney	6.728	63.67																		
