,Timestamp,Rurality,GAMSAT S1 Score,GAMSAT S2 Score,GAMSAT S3 Score,UW GAMSAT,W GAMSAT,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,Interview?,Interviewing Uni,GPA,GAMSAT,1st Pref Uni,GPA,GAMSAT,2nd Pref Uni,GPA,GAMSAT,3rd Pref Uni,GPA,GAMSAT,4th Pref Uni,GPA,GAMSAT,5th Pref Uni,GPA,GAMSAT,6th Pref Uni,GPA,GAMSAT,"Duplicates?
"
121,8/31/2022 12:15:09,Non-Rural,63,69,74,68.66666667,70,0,2,0,,Yes,The University of Queensland,6.755,68.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
122,8/31/2022 12:15:27,Rural,69,79,66,71.33333333,70,10,0,0,RTS,Yes,Deakin University,5.17,70,,,,,,,,,,,,,,,,,,,"FALSE
"
123,8/31/2022 12:18:06,Non-Rural,50,85,50,61.66666667,58.75,0,0,0,Strong Portfolio,Yes,The University of Notre Dame Sydney,6.771,61.66666667,The University of Wollongong,5.5,58.75,The University of Melbourne,6.77,61.66666667,The University of Notre Dame Sydney,6.771,61.66666667,The University of Notre Dame Fremantle,6.771,61.66666667,Australian National University,6.78,58.75,,,,"FALSE
"
124,8/31/2022 12:18:10,Non-Rural,59,68,74,67,68.75,2,0,0,,Yes,Deakin University,6.943,68.75,The University of Melbourne,6.932,67,The University of Queensland,6.871,67,The University of Western Australia,6.739,68.75,,,,,,,,,,"FALSE
"
125,8/31/2022 12:18:17,Non-Rural,61,64,86,70.33333333,74.25,0,2,0,,Yes,Australian National University,6.528,74.25,,,,,,,,,,,,,,,,,,,"FALSE
"
126,8/31/2022 12:18:26,Non-Rural,55,56,82,64.33333333,68.75,2,0,0,,No,,,,Macquarie University,6.6,68.75,,,,,,,,,,,,,,,,"
"
127,8/31/2022 12:18:26,Non-Rural,55,56,82,64.33333333,68.75,2,0,0,,No,,,,Macquarie University,6.6,68.75,,,,,,,,,,,,,,,,"
"
128,8/31/2022 12:18:31,Non-Rural,63,61,88,70.66666667,75,0,0,0,,Yes,The University of Queensland,6.75,70.66666667,The University of Melbourne,6.629,70.66666667,,,,,,,,,,,,,,,,"FALSE
"
129,8/31/2022 12:18:41,Non-Rural,69,67,68,68,68,0,0,0,,Yes,The University of Wollongong,5.5,68,Australian National University,6.3,68,The University of Notre Dame Sydney,6.3,68,,,,,,,,,,,,,"FALSE
"
130,8/31/2022 12:19:34,Non-Rural,61,79,64,68,67,4,0,0,"WA resident, above average portfolio",Yes,The University of Notre Dame Sydney,6.597,68,,,,,,,,,,,,,,,,,,,"FALSE
"
131,8/31/2022 12:20:18,Non-Rural,56,64,78,66,69,0,0,0,Non-WA resident,Yes,The University of Western Australia,7,69,The University of Melbourne,7,66,Deakin University,7,69,The University of Queensland,7,66,Australian National University,7,69,,,,,,,"FALSE
"
132,8/31/2022 12:20:25,Non-Rural,59,78,59,65.33333333,63.75,0,0,0,,Yes,The University of Notre Dame Fremantle,6.98,65.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
133,8/31/2022 12:21:03,Non-Rural,60,60,83,67.66666667,71.5,0,0,0,,Yes,Griffith University,6.53,71.5,Australian National University,6.45,71.5,The University of Queensland,6.55,67.66666667,,,,,,,,,,,,,"FALSE
"
134,8/31/2022 12:21:19,Non-Rural,64,83,71,72.66666667,72.25,0,0,0,,Yes,The University of Wollongong,5.5,72.25,The University of Notre Dame Sydney,5.56,72.66666667,The University of Wollongong,5.5,72.25,,,,,,,,,,,,,"FALSE
"
135,8/31/2022 12:21:39,Non-Rural,71,65,95,77,81.5,0,0,0,,Yes,The University of Queensland,7,77,,,,,,,,,,,,,,,,,,,"FALSE
"
136,8/31/2022 12:22:08,Rural,67,73,60,66.66666667,65,0,0,0,average portfolio strength,Yes,The University of Notre Dame Sydney,6.5,66.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
137,8/31/2022 12:23:07,Non-Rural,62,73,69,68,68.25,4,0,0,,Yes,Deakin University,6.885,68.25,,,,,,,,,,,,,,,,,,,"FALSE
"
138,8/31/2022 12:23:18,Rural,63,53,51,55.66666667,54.5,0,0,0,,Yes,Griffith University,6.3,54.5,,,,,,,,,,,,,,,,,,,"FALSE
"
139,8/31/2022 12:23:42,Non-Rural,82,68,84,78,79.5,0,2,0,,Yes,The University of Melbourne,6.586,78,,,,,,,,,,,,,,,,,,,"FALSE
"
140,8/31/2022 12:24:07,Non-Rural,68,74,88,76.66666667,79.5,2,0,0,,Yes,The University of Melbourne,6.917,76.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
141,8/31/2022 12:25:35,Non-Rural,74,71,68,71,70.25,2,0,0,,Yes,The University of Wollongong,5.5,70.25,,,,,,,,,,,,,,,,,,,"FALSE
"
142,8/31/2022 12:27:16,Non-Rural,67,64,95,75.33333333,80.25,2,0,0,,Yes,The University of Melbourne,6.708,75.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
143,8/31/2022 12:27:34,Non-Rural,68,72,86,75.33333333,78,0,0,0,,Yes,The University of Melbourne,6.495,75.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
144,8/31/2022 12:27:48,Non-Rural,57,62,60,59.66666667,59.75,0,4,0,"Strong portfolio, especially research - PhD, Postdoc Cambridge, Fulbright Fellowship Harvard
",Yes,The University of Notre Dame Sydney,6.906,59.66666667,The University of Melbourne,6.888,59.66666667,,,,,,,,,,,,,,,,"FALSE
"
145,8/31/2022 12:27:54,Non-Rural,62,76,95,77.66666667,82,0,0,0,GPA unconfirmed,Yes,The University of Melbourne,6.8,77.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
146,8/31/2022 12:28:00,Non-Rural,73,86,68,75.66666667,73.75,2,2,0,,Yes,The University of Melbourne,6.913,75.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
147,8/31/2022 12:28:18,Non-Rural,73,67,86,75.33333333,78,2,0,0,,Yes,The University of Melbourne,6.978,75.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
148,8/31/2022 12:28:23,Rural,77,71,67,71.66666667,70.5,8,0,0,"Average portfolio (PhD, volunteer work)",Yes,The University of Melbourne,6.398,71.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
149,8/31/2022 12:28:24,Non-Rural,71,58,95,74.66666667,79.75,0,0,0,,Yes,The University of Melbourne,6.877,74.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
150,8/31/2022 12:29:19,Non-Rural,69,70,78,72.33333333,73.75,0,0,0,,No,,,,The University of Queensland,6.57,72.33333333,Griffith University,6.57,73.75,,,,,,,,,,,,,"
"
151,8/31/2022 12:29:29,Non-Rural,69,77,89,78.33333333,81,0,0,0,,Yes,The University of Melbourne,6.854,78.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
152,8/31/2022 12:29:49,Non-Rural,69,63,79,70.33333333,72.5,6,0,0,Portfolio average.,Yes,Deakin University,6.573,72.5,The University of Notre Dame Sydney,6.313,70.33333333,,,,,,,,,,,,,,,,"FALSE
"
153,8/31/2022 12:30:06,Non-Rural,66,75,73,71.33333333,71.75,6,0,0,None,Yes,The University of Melbourne,6.96,71.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
154,8/31/2022 12:31:02,Non-Rural,65,61,76,67.33333333,69.5,0,0,0,"WA resident, decent portfolio with Fraser's Portfolio Course",No,,,,The University of Notre Dame Fremantle,6.679,67.33333333,The University of Western Australia,6.804,69.5,The University of Notre Dame Sydney,6.679,67.33333333,Deakin University,6.644,69.5,The University of Melbourne,6.653,67.33333333,Griffith University,6.644,69.5,"
"
155,8/31/2022 12:31:30,Rural,58,60,62,60,60.5,4,0,0,,Yes,The University of Queensland,6.216,60,,,,,,,,,,,,,,,,,,,"FALSE
"
156,8/31/2022 12:32:03,Non-Rural,62,72,82,72,74.5,0,0,0,,Yes,The University of Melbourne,6.8,72,,,,,,,,,,,,,,,,,,,"FALSE
"
157,8/31/2022 12:33:01,Non-Rural,65,79,62,68.66666667,67,2,0,0,,Yes,The University of Melbourne,6.963,68.66666667,The University of Notre Dame Sydney,6.969,68.66666667,Australian National University,6.969,67,Griffith University,6.938,67,,,,,,,,,,"FALSE
"
158,8/31/2022 12:33:27,Non-Rural,65,77,73,71.66666667,72,0,0,0,,Yes,The University of Melbourne,6.8,71.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
159,8/31/2022 12:34:29,Non-Rural,67,86,82,78.33333333,79.25,0,0,0,,Yes,The University of Melbourne,6.32,78.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
160,8/31/2022 12:34:44,Non-Rural,64,61,85,70,73.75,0,0,0,,Yes,Australian National University,6.99,73.75,,,,,,,,,,,,,,,,,,,"FALSE
"
161,8/31/2022 12:34:45,Non-Rural,63,80,65,69.33333333,68.25,0,0,0,,Yes,The University of Melbourne,7,69.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
162,8/31/2022 12:34:56,Non-Rural,63,85,71,73,72.5,0,0,0,GAM,Yes,The University of Melbourne,6.8333,73,,,,,,,,,,,,,,,,,,,"FALSE
"
163,8/31/2022 12:35:04,Non-Rural,64,57,75,65.33333333,67.75,2,0,0,,Yes,Griffith University,7,67.75,,,,,,,,,,,,,,,,,,,"FALSE
"
164,8/31/2022 12:35:19,Non-Rural,54,66,80,66.66666667,70,0,0,0,,Yes,The University of Western Australia,6.741,70,The University of Notre Dame Fremantle,6.737,66.66666667,The University of Western Australia,6.741,70,The University of Notre Dame Sydney,6.737,66.66666667,The University of Melbourne,6.688,66.66666667,Deakin University,6.656,70,Griffith University,6.741,70,"FALSE
"
165,8/31/2022 12:35:50,Non-Rural,65,74,72,70.33333333,70.75,0,0,0,,Yes,The University of Melbourne,7,70.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
166,8/31/2022 12:36:38,Non-Rural,66,79,70,71.66666667,71.25,0,0,0,GAM,Yes,The University of Melbourne,6.82,71.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
167,8/31/2022 12:36:41,Non-Rural,79,76,76,77,76.75,0,0,0,Fairly strong portfolio (I think),Yes,The University of Melbourne,6.11,77,The University of Western Australia,5.85,76.75,The University of Notre Dame Fremantle,5.85,77,,,,,,,,,,,,,"FALSE
"
168,8/31/2022 12:37:03,Non-Rural,56,64,77,65.66666667,68.5,0,0,0,,No,,,,Griffith University,6.913,68.5,The University of Queensland,6.913,65.66666667,The University of Wollongong,5.5,68.5,Deakin University,6.925,68.5,Australian National University,6.917,68.5,The University of Melbourne,6.921,65.66666667,"
"
169,8/31/2022 12:37:37,Rural,62,70,78,70,72,8,0,0,,Yes,The University of Melbourne,7,70,,,,,,,,,,,,,,,,,,,"FALSE
"
170,8/31/2022 12:38:52,Non-Rural,65,77,73,71.66666667,72,0,2,0,GAM,Yes,The University of Melbourne,6.725,71.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
171,8/31/2022 12:40:13,Non-Rural,57,83,83,74.33333333,76.5,0,0,0,VIC resident,Yes,The University of Melbourne,7,74.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
172,8/31/2022 12:40:24,Non-Rural,71,70,53,64.66666667,61.75,6,0,0,Strong portfolio,Yes,The University of Notre Dame Sydney,6.73,64.66666667,Deakin University,6.73,61.75,,,,,,,,,,,,,,,,"FALSE
"
173,8/31/2022 12:41:49,Non-Rural,66,73,69,69.33333333,69.25,0,0,0,,Yes,The University of Melbourne,6.9,69.33333333,Griffith University,6.767,69.25,,,,,,,,,,,,,,,,"FALSE
"
174,8/31/2022 12:42:05,Non-Rural,67,66,89,74,77.75,0,0,0,,Yes,The University of Melbourne,7,74,,,,,,,,,,,,,,,,,,,"FALSE
"
175,8/31/2022 12:42:45,Rural,71,71,58,66.66666667,64.5,6,4,0,"GAM, strong portfolio",Yes,The University of Melbourne,6.65,66.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
176,8/31/2022 12:43:02,Non-Rural,65,82,73,73.33333333,73.25,0,0,0,average portfolio,Yes,The University of Wollongong,5.5,73.25,The University of Notre Dame Sydney,6.552,73.33333333,,,,,,,,,,,,,,,,"FALSE
"
177,8/31/2022 12:43:45,Non-Rural,68,64,74,68.66666667,70,0,0,0,Graduate Access Melbourne applicant,Yes,The University of Melbourne,7,68.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
178,8/31/2022 12:43:55,Non-Rural,68,66,66,66.66666667,66.5,0,0,0,Wide bay stream for uq,Yes,The University of Queensland,6.833333,66.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
179,8/31/2022 12:44:07,Non-Rural,63,82,68,71,70.25,6,0,0,,Yes,Deakin University,6.667,70.25,,,,,,,,,,,,,,,,,,,"FALSE
"
180,8/31/2022 12:45:00,Non-Rural,66,74,69,69.66666667,69.5,2,2,0,,Yes,The University of Wollongong,5.5,69.5,,,,,,,,,,,,,,,,,,,"FALSE
"
181,8/31/2022 12:45:05,Non-Rural,68,78,68,71.33333333,70.5,0,2,0,,Yes,The University of Melbourne,6.763,71.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
182,8/31/2022 12:45:18,Rural,73,75,76,74.66666667,75,0,0,0,,Yes,The University of Queensland,6.85,74.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
183,8/31/2022 12:46:13,Non-Rural,63,75,72,70,70.5,0,2,0,,Yes,The University of Melbourne,6.85,70,,,,,,,,,,,,,,,,,,,"FALSE
"
184,8/31/2022 12:46:46,Non-Rural,57,59,75,63.66666667,66.5,4,0,0,,Yes,Macquarie University,6.917,66.5,Griffith University,6.944,66.5,Australian National University,6.917,66.5,The University of Notre Dame Sydney,6.917,63.66666667,Deakin University,6.583,66.5,,,,,,,"FALSE
"
185,8/31/2022 12:46:54,Non-Rural,62,80,69,70.33333333,70,0,2,0,,Yes,The University of Melbourne,6.905,70.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
186,8/31/2022 12:47:14,Rural,59,51,55,55,55,8,0,0,,Yes,The University of Queensland,5.85,55,,,,,,,,,,,,,,,,,,,"FALSE
"
187,8/31/2022 12:48:25,Rural,79,80,74,77.66666667,76.75,0,2,0,,Yes,Australian National University,6.875,76.75,,,,,,,,,,,,,,,,,,,"FALSE
"
188,8/31/2022 12:49:44,Non-Rural,64,66,87,72.33333333,76,0,0,0,,Yes,The University of Melbourne,7,72.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
189,8/31/2022 12:50:21,Non-Rural,59,77,80,72,74,4,0,0,,Yes,The University of Melbourne,6.98,72,,,,,,,,,,,,,,,,,,,"FALSE
"
190,8/31/2022 12:51:00,Non-Rural,69,71,70,70,70,0,0,0,,Yes,The University of Melbourne,6.984,70,,,,,,,,,,,,,,,,,,,"FALSE
"
191,8/31/2022 12:51:16,Non-Rural,57,62,67,62,63.25,4,0,0,,No,,,,Deakin University,6.229,63.25,,,,,,,,,,,,,,,,"
"
192,8/31/2022 12:51:19,Non-Rural,64,63,79,68.66666667,71.25,0,0,0,UoM Student (just an fyi),Yes,The University of Melbourne,6.975,68.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
193,8/31/2022 12:51:41,Non-Rural,67,69,69,68.33333333,68.5,0,0,0,,Yes,The University of Queensland,6.875,68.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
194,8/31/2022 12:52:07,Non-Rural,65,73,95,77.66666667,82,0,0,0,,Yes,The University of Melbourne,7,77.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
195,8/31/2022 12:52:20,Non-Rural,64,79,75,72.66666667,73.25,0,0,0,,Yes,The University of Melbourne,6.937,72.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
196,8/31/2022 12:52:28,Non-Rural,59,82,73,71.33333333,71.75,0,0,0,,Yes,The University of Melbourne,7,71.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
197,8/31/2022 12:56:08,Rural,68,80,73,73.66666667,73.5,4,0,0,,Yes,The University of Melbourne,6.007,73.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
198,8/31/2022 12:56:46,Rural,54,62,51,55.66666667,54.5,0,0,0,Portfolio [i believe it was] strong,Yes,The University of Wollongong,5.5,54.5,,,,,,,,,,,,,,,,,,,"FALSE
"
199,8/31/2022 12:57:01,Non-Rural,79,71,67,72.33333333,71,0,0,0,,No,,,,Griffith University,6.563,71,The University of Melbourne,6.588,72.33333333,The University of Wollongong,5.5,71,Deakin University,6.573,71,Australian National University,6.573,71,The University of Western Australia,5.708,71,"
"
200,8/31/2022 12:58:55,Non-Rural,67,63,63,64.33333333,64,2,0,0,,No,,,,The University of Melbourne,6.65,64.33333333,Deakin University,6.64,64,Australian National University,6.723,64,Griffith University,6.738,64,The University of Western Australia,6.738,64,,,,"
"
201,8/31/2022 12:58:58,Non-Rural,75,81,58,71.33333333,68,4,0,0,Gam,Yes,The University of Melbourne,6.96,71.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
202,8/31/2022 13:02:42,Non-Rural,60,70,78,69.33333333,71.5,2,2,0,,Yes,Australian National University,6.85,71.5,,,,,,,,,,,,,,,,,,,"FALSE
"
203,8/31/2022 13:03:48,Non-Rural,76,65,82,74.33333333,76.25,6,0,0,,Yes,The University of Melbourne,6.578,74.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
204,8/31/2022 13:04:11,Rural,68,72,58,66,64,10,0,0,,Yes,Deakin University,7,64,,,,,,,,,,,,,,,,,,,"FALSE
"
205,8/31/2022 13:05:23,Non-Rural,61,69,77,69,71,0,0,0,,Yes,The University of Wollongong,5.5,71,,,,,,,,,,,,,,,,,,,"FALSE
"
206,8/31/2022 13:05:27,Non-Rural,56,62,78,65.33333333,68.5,0,0,0,,Yes,The University of Notre Dame Sydney,7,65.33333333,Australian National University,7,68.5,The University of Queensland,6.98,65.33333333,,,,,,,,,,,,,"FALSE
"
207,8/31/2022 13:05:44,Non-Rural,67,75,90,77.33333333,80.5,0,0,0,,Yes,The University of Melbourne,6.78,77.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
208,8/31/2022 13:05:47,Rural,63,66,60,63,62.25,6,0,0,"Portfolio strong because received unda interview offer in 2021 with 59, 6.3
",Yes,The University of Wollongong,5.5,62.25,,,,,,,,,,,,,,,,,,,"FALSE
"
209,8/31/2022 13:06:49,Rural,69,70,70,69.66666667,69.75,0,0,0,"WA resident, portfolio above average",Yes,The University of Notre Dame Fremantle,6.3,69.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
210,8/31/2022 13:07:28,Non-Rural,61,72,65,66,65.75,0,0,0,,No,,,,Deakin University,6.865,65.75,The University of Melbourne,6.913,66,Griffith University,6.875,65.75,The University of Western Australia,6.875,65.75,Australian National University,6.885,65.75,,,,"
"
211,8/31/2022 13:08:43,Non-Rural,62,67,93,74,78.75,0,0,0,,Yes,The University of Melbourne,6.953,74,,,,,,,,,,,,,,,,,,,"FALSE
"
212,8/31/2022 13:10:27,Rural,70,73,76,73,73.75,10,0,0,"WA resident, Strong Portfolio",Yes,The University of Notre Dame Fremantle,5.708,73,,,,,,,,,,,,,,,,,,,"FALSE
"
213,8/31/2022 13:11:25,Rural,61,69,64,64.66666667,64.5,0,0,0,,Yes,The University of Queensland,6.619,64.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
214,8/31/2022 13:12:28,Non-Rural,64,74,74,70.66666667,71.5,0,0,0,,Yes,The University of Melbourne,6.844,70.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
215,8/31/2022 13:13:24,Rural,70,68,66,68,67.5,14,0,0,,Yes,Deakin University,6.15,67.5,,,,,,,,,,,,,,,,,,,"FALSE
"
216,8/31/2022 13:13:58,Rural,63,61,68,64,65,0,0,0,,Yes,The University of Queensland,6.833,64,,,,,,,,,,,,,,,,,,,"FALSE
"
217,8/31/2022 13:15:48,Non-Rural,59,83,65,69,68,6,0,3,UOW portfolio - average,Yes,Macquarie University,6.573,68,,,,,,,,,,,,,,,,,,,"FALSE
"
218,8/31/2022 13:15:50,Non-Rural,62,68,72,67.33333333,68.5,2,0,0,,Yes,Macquarie University,6.979,68.5,,,,,,,,,,,,,,,,,,,"FALSE
"
219,8/31/2022 13:16:33,Non-Rural,63,72,69,68,68.25,0,2,0,,Yes,The University of Wollongong,5.5,68.25,The University of Melbourne,6.75,68,The University of Notre Dame Sydney,6.646,68,,,,,,,,,,,,,"FALSE
"
220,8/31/2022 13:17:57,Non-Rural,61,67,62,63.33333333,63,0,0,0,,No,,,,The University of Melbourne,6.042,63.33333333,Australian National University,6.508,63,The University of Queensland,6.511,63.33333333,Griffith University,6.675,63,The University of Notre Dame Sydney,6.431,63.33333333,Deakin University,6.313,63,"
"
221,8/31/2022 13:18:22,Rural,70,64,73,69,70,0,0,0,,Yes,Griffith University,5.469,70,The University of Queensland,5.48,69,,,,,,,,,,,,,,,,"FALSE
"
222,8/31/2022 13:19:18,Non-Rural,67,82,72,73.66666667,73.25,0,0,0,,Yes,The University of Melbourne,6.844,73.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
223,8/31/2022 13:20:10,Non-Rural,58,60,71,63,65,0,0,0,WA resident,No,,,,The University of Notre Dame Fremantle,6.73,63,The University of Wollongong,5.5,65,The University of Notre Dame Sydney,6.73,63,The University of Western Australia,6.73,65,Griffith University,6.73,65,The University of Queensland,6.73,63,"
"
224,8/31/2022 13:22:30,Non-Rural,69,82,67,72.66666667,71.25,0,0,0,,Yes,The University of Melbourne,6.728,72.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
225,8/31/2022 13:28:25,Non-Rural,70,74,68,70.66666667,70,2,2,0,N/A,Yes,Australian National University,6.878,70,,,,,,,,,,,,,,,,,,,"FALSE
"
226,8/31/2022 13:35:00,Non-Rural,64,59,70,64.33333333,65.75,6,2,0,thought I had a strong portfolio,No,,,,The University of Notre Dame Sydney,6.43,64.33333333,Macquarie University,6.65,65.75,The University of Wollongong,5.5,65.75,Australian National University,6.65,65.75,Griffith University,6.43,65.75,Deakin University,6.65,65.75,"
"
227,8/31/2022 13:35:47,Non-Rural,61,61,74,65.33333333,67.5,0,0,0,portfolio above average,Yes,The University of Notre Dame Fremantle,6.979,65.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
228,8/31/2022 13:36:37,Non-Rural,70,65,77,70.66666667,72.25,0,0,0,,Yes,The University of Melbourne,7,70.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
229,8/31/2022 13:37:30,Non-Rural,71,74,66,70.33333333,69.25,0,0,0,Strong portfolio,Yes,The University of Notre Dame Sydney,6.819,70.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
230,8/31/2022 13:38:50,Rural,56,69,54,59.66666667,58.25,0,0,0,,Yes,Griffith University,6.851,58.25,,,,,,,,,,,,,,,,,,,"FALSE
"
231,8/31/2022 13:41:16,Non-Rural,62,83,63,69.33333333,67.75,0,0,0,,No,,,,Deakin University,6.875,67.75,The University of Melbourne,6.85,69.33333333,The University of Notre Dame Sydney,6.958,69.33333333,Australian National University,6.958,67.75,,,,The University of Wollongong,5.5,67.75,"
"
232,8/31/2022 13:44:03,Rural,70,78,76,74.66666667,75,12,0,0,Applied GAM.,Yes,The University of Melbourne,6.38,74.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
233,8/31/2022 13:44:41,Non-Rural,58,63,61,60.66666667,60.75,0,0,0,,Yes,The University of Notre Dame Sydney,6.938,60.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
234,8/31/2022 13:48:30,Rural,51,70,56,59,58.25,10,0,0,,Yes,Deakin University,6.74,58.25,,,,,,,,,,,,,,,,,,,"FALSE
"
235,8/31/2022 13:49:34,Non-Rural,65,60,71,65.33333333,66.75,0,0,0,,Yes,The University of Western Australia,6.917,66.75,Deakin University,6.917,66.75,The University of Melbourne,6.925,65.33333333,The University of Wollongong,5.5,66.75,,,,,,,,,,"FALSE
"
236,8/31/2022 13:51:03,Non-Rural,70,67,82,73,75.25,2,0,0,,Yes,Griffith University,6.521,75.25,The University of Queensland,6.5,73,,,,,,,,,,,,,,,,"FALSE
"
237,8/31/2022 13:51:23,Non-Rural,66,72,70,69.33333333,69.5,2,0,0,,Yes,The University of Notre Dame Sydney,6.948,69.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
238,8/31/2022 13:53:24,Non-Rural,64,72,87,74.33333333,77.5,0,0,0,below average portfolio,Yes,The University of Wollongong,5.5,77.5,The University of Notre Dame Sydney,6.69,74.33333333,,,,,,,,,,,,,,,,"FALSE
"
239,8/31/2022 13:54:33,Non-Rural,75,77,68,73.33333333,72,4,2,0,"GAM, strong UoW portfolio",Yes,The University of Wollongong,5.5,72,Australian National University,6.385,72,The University of Melbourne,6.263,73.33333333,,,,,,,,,,,,,"FALSE
"
240,8/31/2022 13:55:34,Non-Rural,71,72,68,70.33333333,69.75,2,4,0,GAM,Yes,The University of Melbourne,6.923,70.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
241,8/31/2022 13:57:34,Non-Rural,68,72,57,65.66666667,63.5,0,2,0,above average portfolio,No,,,,The University of Notre Dame Fremantle,6.53,65.66666667,The University of Notre Dame Sydney,6.53,65.66666667,The University of Wollongong,5.5,63.5,Australian National University,6.53,63.5,Deakin University,6.48,63.5,Macquarie University,6.53,63.5,"
"
242,8/31/2022 13:59:17,Non-Rural,52,54,78,61.33333333,65.5,4,0,0,,Yes,Deakin University,6.958,65.5,The University of Melbourne,6.313,61.33333333,,,,,,,,,,,,,,,,"FALSE
"
243,8/31/2022 13:59:20,Non-Rural,62,73,70,68.33333333,68.75,0,2,0,,Yes,The University of Wollongong,5.5,68.75,Australian National University,6.661,68.75,,,,,,,,,,,,,,,,"FALSE
"
244,8/31/2022 14:00:08,Non-Rural,64,61,73,66,67.75,0,0,0,PhD,Yes,The University of Queensland,7,66,The University of Melbourne,6.4,66,,,,,,,,,,,,,,,,"FALSE
"
245,8/31/2022 14:00:58,Non-Rural,61,67,77,68.33333333,70.5,0,0,0,,Yes,Macquarie University,6.818,70.5,,,,,,,,,,,,,,,,,,,"FALSE
"
246,8/31/2022 14:01:46,Rural,65,64,77,68.66666667,70.75,14,0,0,Rural Medical Program applicant,Yes,Deakin University,6.969,70.75,,,,,,,,,,,,,,,,,,,"FALSE
"
247,8/31/2022 14:02:00,Non-Rural,62,88,70,73.33333333,72.5,0,0,0,,Yes,The University of Melbourne,7,73.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
248,8/31/2022 14:03:43,Non-Rural,71,67,69,69,69,0,0,0,,Yes,The University of Queensland,6.6,69,,,,,,,,,,,,,,,,,,,"FALSE
"
249,8/31/2022 14:04:41,Non-Rural,64,81,72,72.33333333,72.25,0,0,0,Above average / potentially strong portfolio,Yes,The University of Notre Dame Sydney,7,72.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
250,8/31/2022 14:07:39,Non-Rural,64,69,74,69,70.25,0,0,0,,Yes,The University of Melbourne,7,69,,,,,,,,,,,,,,,,,,,"FALSE
"
251,8/31/2022 14:08:08,Non-Rural,65,81,65,70.33333333,69,0,0,0,,Yes,Griffith University,6.885,69,,,,,,,,,,,,,,,,,,,"FALSE
"
252,8/31/2022 14:08:41,Non-Rural,59,72,86,72.33333333,75.75,0,0,0,,Yes,The University of Melbourne,7,72.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
253,8/31/2022 14:10:28,Non-Rural,71,75,64,70,68.5,0,0,0,,Yes,The University of Queensland,6.89,70,,,,,,,,,,,,,,,,,,,"FALSE
"
